Opcode, Rnd, Operand A, Operand B, Operand C, Result
ADD, RND_PLUS_INF, 0xff7ffeff, 0x7f000100, 0xcbfff800, 0xff7ffeff
ADD, RND_ZERO, 0xbf7f0000, 0x7f7fffdf, 0x80400000, 0xbf7f0000
ADD, RND_ZERO, 0xff880000, 0x7fffff7f, 0x80fffffd, 0x7fffffff
ADD, RND_PLUS_INF, 0x3383ffff, 0x3f7fff80, 0x3f000000, 0x3f000002
ADD, RND_PLUS_INF, 0x7e800fff, 0x00000040, 0x407f7fff, 0x7e801000
ADD, RND_NEAREST, 0xfeff8000, 0xbfffff7f, 0xc0ff0000, 0xfeff8000
ADD, RND_NEAREST, 0x4000007f, 0xc0800400, 0xb380003f, 0x4000007f
ADD, RND_PLUS_INF, 0xbf800007, 0xc07f7fff, 0x3f07ffff, 0xbef0001e
ADD, RND_PLUS_INF, 0xb387ffff, 0xbffffff7, 0x80004000, 0xb387ffff
ADD, RND_NEAREST, 0x80ffffc0, 0x40ff8000, 0xbff00000, 0xbff00000
ADD, RND_NEAREST, 0x80000fff, 0xb3bfffff, 0xc0ffffe0, 0xc0ffffe0
ADD, RND_ZERO, 0x33efffff, 0xbf03ffff, 0x40804000, 0x40804000
ADD, RND_ZERO, 0xc07fff7f, 0x007ffffd, 0xb3880000, 0xc07fff7f
ADD, RND_PLUS_INF, 0xbef80000, 0x80800001, 0xcbffff7f, 0xcbffff7f
ADD, RND_PLUS_INF, 0xbf7ffeff, 0x3ef80000, 0x7f600000, 0x7f600000
ADD, RND_ZERO, 0x80780000, 0x7ff7ffff, 0x3f001000, 0x3f000fff
ADD, RND_ZERO, 0x807bffff, 0xcbfffffc, 0x807ffff7, 0x80fbfff6
ADD, RND_MINUS_INF, 0x00ffc000, 0xbf0007ff, 0xffbfffff, 0x7fffffff
ADD, RND_MINUS_INF, 0xbefe0000, 0x80900000, 0xc0000100, 0xc01fc100
ADD, RND_ZERO, 0xc0000001, 0x3e801000, 0x00ffffef, 0xc0000000
ADD, RND_ZERO, 0xff800007, 0xfedfffff, 0xff000004, 0x7fffffff
ADD, RND_PLUS_INF, 0x8080007f, 0x7ffffffc, 0xb3fffff0, 0xb3fffff0
ADD, RND_PLUS_INF, 0xbeffff7f, 0xfffff000, 0xb3800008, 0xbeffff81
ADD, RND_MINUS_INF, 0x3ea00000, 0x338007ff, 0x7f880000, 0x7fffffff
ADD, RND_MINUS_INF, 0xbf81ffff, 0x807ffff7, 0x7e800080, 0x7e80007f
ADD, RND_ZERO, 0x4b80ffff, 0x33a00000, 0x4007ffff, 0x4b810000
ADD, RND_ZERO, 0x80800100, 0xff000080, 0xbe80003f, 0xbe80003f
ADD, RND_NEAREST, 0x809fffff, 0xff00000f, 0x80000000, 0x809fffff
ADD, RND_NEAREST, 0xff7bffff, 0xfe801000, 0x4bfffdff, 0xff7bffff
ADD, RND_MINUS_INF, 0xc0800004, 0x00fffeff, 0xbf77ffff, 0xc09f0004
ADD, RND_MINUS_INF, 0x33801fff, 0x33c00000, 0xcbfff800, 0xcbfff800
ADD, RND_MINUS_INF, 0xcb80000f, 0xffffffef, 0xff810000, 0x7fffffff
ADD, RND_MINUS_INF, 0xb3fffeff, 0xfe810000, 0x3f900000, 0x3f8fffff
ADD, RND_NEAREST, 0x7f800020, 0xbe8007ff, 0x40080000, 0x7fffffff
ADD, RND_NEAREST, 0x7efbffff, 0xbf0000ff, 0x4bfffdff, 0x7efbffff
ADD, RND_PLUS_INF, 0x3efffffe, 0xbf83ffff, 0x807fc000, 0x3efffffe
ADD, RND_PLUS_INF, 0x3effefff, 0xbf800000, 0x007fff00, 0x3efff000
ADD, RND_NEAREST, 0x40fe0000, 0x40400000, 0xff7fe000, 0xff7fe000
ADD, RND_NEAREST, 0x7f7ffffd, 0x7ffdffff, 0x00800800, 0x7f7ffffd
ADD, RND_PLUS_INF, 0x4bfffe00, 0xcbdfffff, 0x407ffbff, 0x4bfffe02
ADD, RND_PLUS_INF, 0xc07ffffb, 0xbf7ffffb, 0x40ffff00, 0x407ffe05
ADD, RND_ZERO, 0x40100000, 0x80820000, 0xbf1fffff, 0x3fd00000
ADD, RND_ZERO, 0x407fff7f, 0x7f7fff80, 0xcbffe000, 0xcbffdffe
ADD, RND_MINUS_INF, 0xbf0000ff, 0x40600000, 0xfe800100, 0xfe800101
ADD, RND_MINUS_INF, 0x7f800004, 0xb3ffbfff, 0xffffdfff, 0x7fffffff
ADD, RND_ZERO, 0x00100000, 0x33ffe000, 0xbffffffd, 0xbffffffc
ADD, RND_ZERO, 0x7f000100, 0xff0000ff, 0xc01fffff, 0x7f0000ff
ADD, RND_ZERO, 0xc07fff80, 0xfe800003, 0x407fc000, 0xbb7e0000
ADD, RND_ZERO, 0x407f8000, 0x40f7ffff, 0x7f7fff00, 0x7f7fff00
ADD, RND_NEAREST, 0x40e00000, 0x7efc0000, 0x3effe000, 0x40effe00
ADD, RND_NEAREST, 0x80002000, 0x807c0000, 0x338000ff, 0x338000ff
ADD, RND_MINUS_INF, 0x80807fff, 0xbf0fffff, 0x3edfffff, 0x3edffffe
ADD, RND_MINUS_INF, 0x80000020, 0xff7ffffb, 0xc0ffff7f, 0xc0ffff80
ADD, RND_PLUS_INF, 0x7f7ffff8, 0x807fbfff, 0x3f0007ff, 0x7f7ffff9
ADD, RND_PLUS_INF, 0x3ff7ffff, 0x33800fff, 0x00400000, 0x3ff80000
ADD, RND_ZERO, 0x007fdfff, 0x4bfffffb, 0xff800008, 0x7fffffff
ADD, RND_ZERO, 0xcbffffc0, 0xfe81ffff, 0x807f8000, 0xcbffffc0
ADD, RND_NEAREST, 0xc0ffff80, 0xc080ffff, 0xcbbfffff, 0xcbc00003
ADD, RND_NEAREST, 0x3f8001ff, 0xfeffff80, 0x407fe000, 0x409ff080
ADD, RND_NEAREST, 0x400003ff, 0xc07ffffd, 0xffffffe0, 0x7fffffff
ADD, RND_NEAREST, 0x807fff80, 0xb3ffbfff, 0x3f7effff, 0x3f7effff
ADD, RND_PLUS_INF, 0xbe800040, 0x7effffff, 0x3effc000, 0x3e7f7f80
ADD, RND_PLUS_INF, 0x3f0fffff, 0x3f000002, 0xb3ffffbf, 0x3f0ffffe
ADD, RND_MINUS_INF, 0xbf600000, 0x339fffff, 0x807effff, 0xbf600001
ADD, RND_MINUS_INF, 0x005fffff, 0x40080000, 0xb3800fff, 0xb3800fff
ADD, RND_ZERO, 0x7efffbff, 0xc0800800, 0xff800001, 0x7fffffff
ADD, RND_ZERO, 0x80804000, 0xc07fbfff, 0xbfffc000, 0xbfffc000
ADD, RND_PLUS_INF, 0x80801000, 0xcbffffff, 0x3e8000ff, 0x3e8000ff
ADD, RND_PLUS_INF, 0xb3800004, 0x3ea00000, 0xc0fffffc, 0xc0fffffc
ADD, RND_MINUS_INF, 0xbe8003ff, 0x40800002, 0xc0000010, 0xc0100090
ADD, RND_MINUS_INF, 0x7efffe00, 0xfe800020, 0xb3bfffff, 0x7efffdff
ADD, RND_NEAREST, 0xb38fffff, 0x7f8fffff, 0xcbffffdf, 0xcbffffdf
ADD, RND_NEAREST, 0x407effff, 0x407ff7ff, 0x7e800040, 0x7e800040
ADD, RND_PLUS_INF, 0xcbdfffff, 0x4000007f, 0x3e83ffff, 0xcbdffffe
ADD, RND_PLUS_INF, 0x8000003f, 0x33ffffe0, 0xc0800200, 0xc0800200
ADD, RND_PLUS_INF, 0x7e80001f, 0x7f77ffff, 0x407ffeff, 0x7e800020
ADD, RND_PLUS_INF, 0xc077ffff, 0x80f00000, 0x40fe0000, 0x40820001
ADD, RND_ZERO, 0x40800200, 0x40fc0000, 0x40fe0000, 0x413f0100
ADD, RND_ZERO, 0x7e800400, 0x807ffff8, 0xfe880000, 0xfc7f8000
ADD, RND_ZERO, 0xbf7ffff8, 0xfeffffbf, 0x80ffff7f, 0xbf7ffff8
ADD, RND_ZERO, 0xff80ffff, 0xbf001fff, 0x33800100, 0x7fffffff
ADD, RND_MINUS_INF, 0x3fffff00, 0x7f7ffff8, 0x33800100, 0x3fffff00
ADD, RND_MINUS_INF, 0x7effffc0, 0x407ff7ff, 0xb3f80000, 0x7effffbf
ADD, RND_MINUS_INF, 0xbe8001ff, 0xbf80003f, 0xb380007f, 0xbe800202
ADD, RND_MINUS_INF, 0x4b80003f, 0x00000002, 0xfff00000, 0x7fffffff
ADD, RND_MINUS_INF, 0xff820000, 0x3eff7fff, 0x00ffefff, 0x7fffffff
ADD, RND_MINUS_INF, 0x4b80007f, 0xff00001f, 0x4bffffe0, 0x4c40002f
ADD, RND_NEAREST, 0x3efff800, 0xbf800003, 0x33ffffff, 0x3efff804
ADD, RND_NEAREST, 0x00a00000, 0xc0fffffd, 0xffc00000, 0x7fffffff
ADD, RND_PLUS_INF, 0x007ffff0, 0x40803fff, 0x3efc0000, 0x3efc0001
ADD, RND_PLUS_INF, 0xc0020000, 0x3f800020, 0x407ff7ff, 0x3ffbeffe
ADD, RND_NEAREST, 0xcb800020, 0x7f5fffff, 0x7ef00000, 0x7ef00000
ADD, RND_NEAREST, 0x3f7fefff, 0xc0800008, 0xff7fffe0, 0xff7fffe0
ADD, RND_MINUS_INF, 0x3e80ffff, 0xcbffffdf, 0x3e820000, 0x3f017fff
ADD, RND_MINUS_INF, 0x3ff7ffff, 0x407f0000, 0xbf8007ff, 0x3f6ff000
ADD, RND_PLUS_INF, 0x3f7ffffc, 0x80880000, 0xc07dffff, 0xc03e0000
ADD, RND_PLUS_INF, 0x00c00000, 0x7f200000, 0xbf0007ff, 0xbf0007fe
ADD, RND_PLUS_INF, 0x3f808000, 0x00000400, 0x7f800fff, 0x7fffffff
ADD, RND_PLUS_INF, 0x7ec00000, 0xc0fffff7, 0x40f80000, 0x7ec00001
ADD, RND_NEAREST, 0xb3800010, 0xbf7f0000, 0x33fffffd, 0x337fffda
ADD, RND_NEAREST, 0xff801fff, 0xfefffffd, 0x3fffefff, 0x7fffffff
ADD, RND_PLUS_INF, 0x80004000, 0xbf07ffff, 0xc0fffffd, 0xc0fffffd
ADD, RND_PLUS_INF, 0xbf8001ff, 0x7f7ffffd, 0xc081ffff, 0xc0a2007e
ADD, RND_MINUS_INF, 0xbf880000, 0xfeffe000, 0xbf7fffff, 0xc0040000
ADD, RND_MINUS_INF, 0x3f000002, 0x00810000, 0x00080000, 0x3f000002
ADD, RND_ZERO, 0x807ffe00, 0xc0f80000, 0x7e840000, 0x7e83ffff
ADD, RND_ZERO, 0xfefff7ff, 0x008003ff, 0x7ef80000, 0xfc7effe0
ADD, RND_NEAREST, 0xc0fbffff, 0xfffffffc, 0xc0820000, 0xc13f0000
ADD, RND_NEAREST, 0x3effe000, 0xbffffc00, 0x4bfff7ff, 0x4bfff7ff
ADD, RND_NEAREST, 0xff000fff, 0xbf7fffe0, 0xbe800040, 0xff000fff
ADD, RND_NEAREST, 0xff800080, 0x4b800000, 0xfeffffdf, 0x7fffffff
ADD, RND_NEAREST, 0x3f807fff, 0xff808000, 0xb3fff7ff, 0x3f807ffe
ADD, RND_NEAREST, 0xcba00000, 0x4b804000, 0x4b880000, 0xca400000
ADD, RND_MINUS_INF, 0x3f7f8000, 0x00ff7fff, 0x00000200, 0x3f7f8000
ADD, RND_MINUS_INF, 0x7e800100, 0x008001ff, 0x40bfffff, 0x7e800100
ADD, RND_MINUS_INF, 0x7fbfffff, 0x40007fff, 0x007fe000, 0x7fffffff
ADD, RND_MINUS_INF, 0x3f000200, 0x3f7ffff8, 0xbffffffe, 0xbfbffefe
ADD, RND_NEAREST, 0xff810000, 0x7effefff, 0xfffbffff, 0x7fffffff
ADD, RND_NEAREST, 0x33bfffff, 0x7effffe0, 0x7efffff7, 0x7efffff7
ADD, RND_PLUS_INF, 0x7f7ffff0, 0xbf7ff000, 0x4bfffff8, 0x7f7ffff1
ADD, RND_PLUS_INF, 0xbf802000, 0x3e802000, 0xc0800003, 0xc0a00803
ADD, RND_PLUS_INF, 0x3f7fffe0, 0x00a00000, 0xff00001f, 0xff00001e
ADD, RND_PLUS_INF, 0xbe801fff, 0x40800200, 0xff80000f, 0x7fffffff
ADD, RND_NEAREST, 0xbe800003, 0xbf800008, 0x407fffe0, 0x406fffe0
ADD, RND_NEAREST, 0x338007ff, 0xbeffffdf, 0xbefffffc, 0xbefffffa
ADD, RND_PLUS_INF, 0x3effff80, 0x80800004, 0x3f7dffff, 0x3fbeffe0
ADD, RND_PLUS_INF, 0x80000001, 0xbf800001, 0xc000ffff, 0xc000ffff
ADD, RND_MINUS_INF, 0x407ff000, 0x4b81ffff, 0xc0fffc00, 0xc0800400
ADD, RND_MINUS_INF, 0x00f7ffff, 0xbe800000, 0x40001000, 0x40001000
ADD, RND_NEAREST, 0xbf7bffff, 0x3ef7ffff, 0xfeff8000, 0xfeff8000
ADD, RND_NEAREST, 0xfe840000, 0x3ef7ffff, 0xffffffe0, 0x7fffffff
ADD, RND_MINUS_INF, 0xbefffc00, 0xb3f80000, 0x7f7fefff, 0x7f7feffe
ADD, RND_MINUS_INF, 0x7f100000, 0xbebfffff, 0x3f800080, 0x7f100000
ADD, RND_PLUS_INF, 0xcbfbffff, 0x40ffffdf, 0x3eff8000, 0xcbfbfffe
ADD, RND_PLUS_INF, 0x00000200, 0x7e800080, 0x4b804000, 0x4b804001
ADD, RND_ZERO, 0xff000008, 0x7f800040, 0x40fff000, 0xff000007
ADD, RND_ZERO, 0x80800fff, 0xb3ffff7f, 0x40f80000, 0x40f7ffff
ADD, RND_ZERO, 0x407ffffb, 0x407fefff, 0x40fffffd, 0x413ffffd
ADD, RND_ZERO, 0x3efe0000, 0x80004000, 0xc080000f, 0xc060401e
ADD, RND_ZERO, 0x4bfffffd, 0x40800001, 0xfffffeff, 0x7fffffff
ADD, RND_ZERO, 0x80800003, 0x80000800, 0xb3f80000, 0xb3f80000
ADD, RND_ZERO, 0x3f00003f, 0x7f00007f, 0x40ffffdf, 0x4107fff3
ADD, RND_ZERO, 0x80000001, 0x00808000, 0x3f100000, 0x3f0fffff
ADD, RND_PLUS_INF, 0xbf77ffff, 0x7f800800, 0xc0fff000, 0xc10f77ff
ADD, RND_PLUS_INF, 0x3fffff7f, 0xcb808000, 0xff900000, 0x7fffffff
ADD, RND_ZERO, 0x33dfffff, 0x7f800040, 0x8080003f, 0x33dffffe
ADD, RND_ZERO, 0x7e8001ff, 0x33fffdff, 0x4bdfffff, 0x7e8001ff
ADD, RND_ZERO, 0x003fffff, 0x3e807fff, 0x3efbffff, 0x3efbffff
ADD, RND_ZERO, 0x33800020, 0x4b81ffff, 0xff0001ff, 0xff0001fe
ADD, RND_ZERO, 0xc0ffffbf, 0xbec00000, 0xbe800010, 0xc103ffe0
ADD, RND_ZERO, 0x007ff000, 0x40fff800, 0xbf7ffbff, 0xbf7ffbfe
ADD, RND_NEAREST, 0xfe80001f, 0x807fffc0, 0x80004000, 0xfe80001f
ADD, RND_NEAREST, 0x4080001f, 0x00000800, 0x7ffeffff, 0x7fffffff
ADD, RND_MINUS_INF, 0xc07c0000, 0x80000001, 0x7effe000, 0x7effdfff
ADD, RND_MINUS_INF, 0x40ffffdf, 0x7efffdff, 0x80fc0000, 0x40ffffde
ADD, RND_MINUS_INF, 0xbe81ffff, 0x80feffff, 0x00000fff, 0xbe81ffff
ADD, RND_MINUS_INF, 0x7f003fff, 0x00fffffe, 0xbf7ff000, 0x7f003ffe
ADD, RND_MINUS_INF, 0x3f80003f, 0x408001ff, 0xbf7ffeff, 0x37bf8000
ADD, RND_MINUS_INF, 0x3ffeffff, 0x7ffffeff, 0x33804000, 0x3ffeffff
ADD, RND_ZERO, 0xcb900000, 0x00000020, 0xbffffe00, 0xcb900000
ADD, RND_ZERO, 0x0083ffff, 0xc03fffff, 0xfe800003, 0xfe800002
ADD, RND_NEAREST, 0x807ffffe, 0xff880000, 0x40803fff, 0x40803fff
ADD, RND_NEAREST, 0x007fc000, 0xff800000, 0xffa00000, 0x7fffffff
ADD, RND_NEAREST, 0xcb800002, 0x80ffdfff, 0xc0840000, 0xcb800004
ADD, RND_NEAREST, 0x007effff, 0xc07fbfff, 0xfeffffef, 0xfeffffef
ADD, RND_PLUS_INF, 0x00800002, 0xff7fdfff, 0xc0000100, 0xc00000ff
ADD, RND_PLUS_INF, 0xbf01ffff, 0x80a00000, 0x3f800200, 0x3efc0802
ADD, RND_NEAREST, 0x4bc00000, 0xc0000800, 0xbffff800, 0x4bbfffff
ADD, RND_NEAREST, 0x3ef00000, 0xff7fff80, 0x407fffbf, 0x408effe0
ADD, RND_NEAREST, 0x000007ff, 0x007ffe00, 0x4080001f, 0x4080001f
ADD, RND_NEAREST, 0x4080007f, 0x4077ffff, 0x7efffffd, 0x7efffffd
ADD, RND_ZERO, 0x7f800010, 0xbee00000, 0x00003fff, 0x7fffffff
ADD, RND_ZERO, 0x7eefffff, 0xbf002000, 0x4bffff7f, 0x7eefffff
ADD, RND_NEAREST, 0x7ff7ffff, 0x7fffefff, 0x3f800000, 0x7fffffff
ADD, RND_NEAREST, 0x40ffff00, 0x33804000, 0x4b810000, 0x4b810004
ADD, RND_MINUS_INF, 0x407fffbf, 0xbffffdff, 0x007ffff8, 0x407fffbf
ADD, RND_MINUS_INF, 0x7eff7fff, 0x00800001, 0x7f0007ff, 0x7f7fc7fe
ADD, RND_ZERO, 0x7f00003f, 0xc08003ff, 0x3f7ffeff, 0x7f00003f
ADD, RND_ZERO, 0xb3efffff, 0x3f800040, 0xc0800400, 0xc0800400
ADD, RND_ZERO, 0x3380000f, 0x00001fff, 0xff800800, 0x7fffffff
ADD, RND_ZERO, 0x80820000, 0x00804000, 0xbf000200, 0xbf000200
ADD, RND_ZERO, 0xbe808000, 0x3f7fffdf, 0x3fffdfff, 0x3fdfbfff
ADD, RND_ZERO, 0xfffffffe, 0x40000004, 0xbf010000, 0x7fffffff
ADD, RND_MINUS_INF, 0xcbfbffff, 0xbf000010, 0x33802000, 0xcbfbffff
ADD, RND_MINUS_INF, 0x7edfffff, 0x33fc0000, 0xc080ffff, 0x7edffffe
ADD, RND_MINUS_INF, 0xc0808000, 0x40000000, 0x7efeffff, 0x7efefffe
ADD, RND_MINUS_INF, 0x00000400, 0x7f7effff, 0xffffffc0, 0x7fffffff
ADD, RND_ZERO, 0xc0800003, 0xc0800007, 0x00800004, 0xc0800002
ADD, RND_ZERO, 0x3efffff0, 0x3effffff, 0x4000001f, 0x4020001d
ADD, RND_MINUS_INF, 0x4b801000, 0xc0000004, 0x7f780000, 0x7f780000
ADD, RND_MINUS_INF, 0x33ffe000, 0xcbfdffff, 0xb3ffff00, 0xae780000
ADD, RND_NEAREST, 0x3f000001, 0x40800800, 0x80820000, 0x3f000001
ADD, RND_NEAREST, 0x3f77ffff, 0x00000003, 0x7f800040, 0x7fffffff
ADD, RND_MINUS_INF, 0x00ffefff, 0x33fffffb, 0x33fff7ff, 0x33fff7ff
ADD, RND_MINUS_INF, 0xc087ffff, 0x33ffffef, 0x80ffffbf, 0xc0880000
